"Season","DayNum","WTeamID","WScore","LTeamID","LScore","WLoc","NumOT","WFGM","WFGA","WFGM3","WFGA3","WFTM","WFTA","WOR","WDR","WAst","WTO","WStl","WBlk","WPF","LFGM","LFGA","LFGM3","LFGA3","LFTM","LFTA","LOR","LDR","LAst","LTO","LStl","LBlk","LPF","WConf","LConf","Conf_Tour","Poss","Pace","WFG.P","LFG.P","WFG3.P","LFG3.P","WFT.P","LFT.P","WEFG.P","LEFG.P","WTO.P","LTO.P","WOR.P","WDR.P","LOR.P","LDR.P","WFT.R","LFT.R","WORtg","LORtg","WDRtg","LDRtg","WFTA.R","LFTA.R","W3PA.R","L3PA.R","WTS.P","LTS.P"
2015,130,1348,71,1203,58,"N",0,19,45,4,11,29,44,4,35,11,11,6,9,22,19,61,1,16,19,27,13,29,11,13,4,3,27,"a_ten","a_ten",1,73.3625,73.3625,0.422222222222222,0.311475409836066,0.363636363636364,0.0625,0.659090909090909,0.703703703703704,0.466666666666667,0.319672131147541,0.145966029723992,0.151374010246856,0.121212121212121,0.729166666666667,0.270833333333333,0.878787878787879,0.644444444444444,0.311475409836066,96.7796898960641,79.0594649855171,79.0594649855171,96.7796898960641,0.977777777777778,0.442622950819672,0.244444444444444,0.262295081967213,0.538694992412747,0.392820860142228
2015,130,1433,70,1350,67,"N",0,22,53,10,21,16,19,11,21,10,13,5,3,14,31,54,5,10,0,5,6,22,12,13,6,4,18,"a_ten","a_ten",1,63.7,63.7,0.415094339622642,0.574074074074074,0.476190476190476,0.5,0.842105263157895,0,0.509433962264151,0.62037037037037,0.174825174825175,0.187861271676301,0.333333333333333,0.777777777777778,0.222222222222222,0.666666666666667,0.30188679245283,0,109.89010989011,105.180533751962,105.180533751962,109.89010989011,0.358490566037736,0.0925925925925926,0.39622641509434,0.185185185185185,0.56428859330915,0.594235033259424
2015,131,1173,56,1348,52,"N",0,21,50,2,13,12,18,10,18,12,12,11,2,11,17,43,8,16,10,10,8,22,12,21,5,2,18,"a_ten","a_ten",1,60.65,60.65,0.42,0.395348837209302,0.153846153846154,0.5,0.666666666666667,1,0.44,0.488372093023256,0.17162471395881,0.307017543859649,0.3125,0.692307692307692,0.307692307692308,0.6875,0.24,0.232558139534884,92.3330585325639,85.7378400659522,85.7378400659522,92.3330585325639,0.36,0.232558139534884,0.26,0.372093023255814,0.478223740392827,0.544502617801047
2015,131,1433,93,1172,73,"N",0,28,57,12,24,25,30,13,27,15,12,7,3,25,24,57,7,26,18,26,11,19,15,9,7,3,25,"a_ten","a_ten",1,68.8,68.8,0.491228070175439,0.421052631578947,0.5,0.269230769230769,0.833333333333333,0.692307692307692,0.596491228070175,0.482456140350877,0.145985401459854,0.116219008264463,0.40625,0.710526315789474,0.289473684210526,0.59375,0.43859649122807,0.315789473684211,135.174418604651,106.104651162791,106.104651162791,135.174418604651,0.526315789473684,0.456140350877193,0.421052631578947,0.456140350877193,0.652631578947368,0.526315789473684
2015,132,1433,71,1173,65,"N",0,24,56,10,27,13,21,10,30,14,14,4,4,22,21,55,2,12,21,27,9,26,10,10,11,2,16,"a_ten","a_ten",1,69.4,69.4,0.428571428571429,0.381818181818182,0.37037037037037,0.166666666666667,0.619047619047619,0.777777777777778,0.517857142857143,0.4,0.176678445229682,0.130072840790843,0.277777777777778,0.769230769230769,0.230769230769231,0.722222222222222,0.232142857142857,0.381818181818182,102.305475504323,93.6599423631124,93.6599423631124,102.305475504323,0.375,0.490909090909091,0.482142857142857,0.218181818181818,0.538082607048124,0.47917434574272
2016,61,1173,66,1182,58,"A",0,23,63,3,25,17,22,11,28,16,10,10,4,26,17,52,2,12,22,28,11,33,8,18,3,3,19,"a_ten","a_ten",0,72.375,72.375,0.365079365079365,0.326923076923077,0.12,0.166666666666667,0.772727272727273,0.785714285714286,0.388888888888889,0.346153846153846,0.120948234155781,0.21865889212828,0.25,0.717948717948718,0.282051282051282,0.75,0.26984126984127,0.423076923076923,91.1917098445596,80.1381692573402,80.1381692573402,91.1917098445596,0.349206349206349,0.538461538461538,0.396825396825397,0.230769230769231,0.44928522804629,0.444104134762634
2016,61,1348,85,1387,57,"H",0,28,56,12,27,17,21,13,25,15,6,4,5,19,19,47,3,15,16,23,8,18,8,10,5,0,17,"a_ten","a_ten",0,59.45,59.45,0.5,0.404255319148936,0.444444444444444,0.2,0.80952380952381,0.695652173913043,0.607142857142857,0.436170212765957,0.0842223469960696,0.148986889153754,0.419354838709677,0.757575757575758,0.242424242424242,0.580645161290323,0.303571428571429,0.340425531914894,142.977291841884,95.878889823381,95.878889823381,142.977291841884,0.375,0.48936170212766,0.482142857142857,0.319148936170213,0.644183402804092,0.492015537332758
2016,61,1382,97,1172,85,"H",0,31,60,9,26,26,34,10,28,16,8,6,6,21,29,65,11,26,16,21,10,23,22,10,5,1,25,"a_ten","a_ten",0,74.5625,74.5625,0.516666666666667,0.446153846153846,0.346153846153846,0.423076923076923,0.764705882352941,0.761904761904762,0.591666666666667,0.530769230769231,0.0964320154291225,0.118708452041785,0.303030303030303,0.736842105263158,0.263157894736842,0.696969696969697,0.433333333333333,0.246153846153846,130.092204526404,113.998323554065,113.998323554065,130.092204526404,0.566666666666667,0.323076923076923,0.433333333333333,0.4,0.636900853578463,0.566855618539513
2016,61,1386,77,1350,73,"A",0,27,60,11,21,12,18,11,29,17,10,3,1,15,28,61,8,23,9,14,8,25,16,10,2,5,17,"a_ten","a_ten",0,68.6,68.6,0.45,0.459016393442623,0.523809523809524,0.347826086956522,0.666666666666667,0.642857142857143,0.541666666666667,0.524590163934426,0.128336755646817,0.129600829445308,0.305555555555556,0.783783783783784,0.216216216216216,0.694444444444444,0.2,0.147540983606557,112.244897959184,106.413994169096,106.413994169096,112.244897959184,0.3,0.229508196721311,0.35,0.377049180327869,0.561633843909555,0.539541759053954
2016,61,1433,71,1206,47,"H",0,27,66,4,15,13,23,17,25,12,6,13,5,14,17,53,4,14,9,14,14,26,5,22,3,6,19,"a_ten","a_ten",0,66.7875,66.7875,0.409090909090909,0.320754716981132,0.266666666666667,0.285714285714286,0.565217391304348,0.642857142857143,0.439393939393939,0.358490566037736,0.0730638090599123,0.271069492360769,0.395348837209302,0.641025641025641,0.358974358974359,0.604651162790698,0.196969696969697,0.169811320754717,106.30731798615,70.3724499344937,70.3724499344937,106.30731798615,0.348484848484849,0.264150943396226,0.227272727272727,0.264150943396226,0.46148846278843,0.393964794635373
2016,62,1203,69,1200,63,"H",0,20,50,4,15,25,34,14,26,12,13,4,1,11,25,61,5,18,8,10,11,22,9,11,10,5,27,"a_ten","a_ten",0,65.45,65.45,0.4,0.409836065573771,0.266666666666667,0.277777777777778,0.735294117647059,0.8,0.44,0.450819672131148,0.166752180605439,0.143979057591623,0.388888888888889,0.702702702702703,0.297297297297297,0.611111111111111,0.5,0.131147540983607,105.423987776929,96.2566844919786,96.2566844919786,105.423987776929,0.68,0.163934426229508,0.3,0.295081967213115,0.521541950113379,0.479087452471483
2016,62,1269,74,1247,67,"A",0,26,62,6,14,16,21,15,32,12,14,3,6,19,24,60,7,25,12,21,7,24,16,11,7,5,15,"a_ten","a_ten",0,72.475,72.475,0.419354838709677,0.4,0.428571428571429,0.28,0.761904761904762,0.571428571428571,0.467741935483871,0.458333333333333,0.16424213984045,0.137088733798604,0.384615384615385,0.82051282051282,0.179487179487179,0.615384615384615,0.258064516129032,0.2,102.104173853053,92.4456709210072,92.4456709210072,102.104173853053,0.338709677419355,0.35,0.225806451612903,0.416666666666667,0.51406738450851,0.478742408002858
2016,64,1348,77,1350,65,"H",0,26,51,12,17,13,18,6,21,15,12,5,9,22,25,51,5,15,10,18,7,23,11,14,5,3,16,"a_ten","a_ten",0,66.05,66.05,0.509803921568627,0.490196078431373,0.705882352941177,0.333333333333333,0.722222222222222,0.555555555555556,0.627450980392157,0.53921568627451,0.169204737732657,0.191991223258365,0.206896551724138,0.75,0.25,0.793103448275862,0.254901960784314,0.196078431372549,116.578349735049,98.4102952308857,98.4102952308857,116.578349735049,0.352941176470588,0.352941176470588,0.333333333333333,0.294117647058824,0.646515533165407,0.54575986565911
2016,64,1433,85,1386,82,"A",0,32,73,10,33,11,17,11,29,13,8,5,2,24,29,63,7,19,17,29,11,35,18,13,5,3,14,"a_ten","a_ten",0,78.425,78.425,0.438356164383562,0.46031746031746,0.303030303030303,0.368421052631579,0.647058823529412,0.586206896551724,0.506849315068493,0.515873015873016,0.0904159132007233,0.146462370437134,0.239130434782609,0.725,0.275,0.760869565217391,0.150684931506849,0.26984126984127,108.383806184252,104.558495377749,104.558495377749,108.383806184252,0.232876712328767,0.46031746031746,0.452054794520548,0.301587301587302,0.524205982115325,0.534028003907522
2016,65,1172,77,1182,66,"H",0,28,66,8,29,13,14,11,30,18,13,9,3,19,25,63,4,24,12,17,11,27,7,14,9,1,17,"a_ten","a_ten",0,74.3625,74.3625,0.424242424242424,0.396825396825397,0.275862068965517,0.166666666666667,0.928571428571429,0.705882352941177,0.484848484848485,0.428571428571429,0.152653828088304,0.165719696969697,0.289473684210526,0.731707317073171,0.268292682926829,0.710526315789474,0.196969696969697,0.19047619047619,103.546814590687,88.7544125063036,88.7544125063036,103.546814590687,0.212121212121212,0.26984126984127,0.439393939393939,0.380952380952381,0.529938059187887,0.464298276468519
2016,65,1173,93,1269,63,"H",0,34,60,11,25,14,18,11,25,25,12,7,2,19,22,50,3,15,16,24,8,16,7,16,4,3,20,"a_ten","a_ten",0,69.475,69.475,0.566666666666667,0.44,0.44,0.2,0.777777777777778,0.666666666666667,0.658333333333333,0.47,0.15015015015015,0.208986415882968,0.407407407407407,0.757575757575758,0.242424242424242,0.592592592592593,0.233333333333333,0.32,133.861101115509,90.6801007556675,90.6801007556675,133.861101115509,0.3,0.48,0.416666666666667,0.3,0.678336980306346,0.513029315960912
2016,65,1200,66,1247,61,"H",0,17,52,6,21,26,34,16,28,14,18,9,5,18,21,58,9,28,10,15,13,24,12,17,8,3,23,"a_ten","a_ten",0,69.6375,69.6375,0.326923076923077,0.362068965517241,0.285714285714286,0.321428571428571,0.764705882352941,0.666666666666667,0.384615384615385,0.439655172413793,0.211864406779661,0.208333333333333,0.4,0.682926829268293,0.317073170731707,0.6,0.5,0.172413793103448,94.776521270867,87.5964817806498,87.5964817806498,94.776521270867,0.653846153846154,0.258620689655172,0.403846153846154,0.482758620689655,0.484225972120323,0.468330134357006
2016,65,1382,77,1206,58,"A",0,24,58,7,21,22,30,13,29,8,8,7,3,22,21,55,2,17,14,28,16,25,9,13,5,4,20,"a_ten","a_ten",0,66.275,66.275,0.413793103448276,0.381818181818182,0.333333333333333,0.117647058823529,0.733333333333333,0.5,0.474137931034483,0.4,0.101010101010101,0.161852589641434,0.342105263157895,0.644444444444444,0.355555555555556,0.657894736842105,0.379310344827586,0.254545454545455,116.182572614108,87.5141456054319,87.5141456054319,116.182572614108,0.517241379310345,0.509090909090909,0.362068965517241,0.309090909090909,0.532871972318339,0.424597364568082
2016,65,1387,65,1203,62,"H",0,23,57,7,18,12,14,8,18,16,10,10,1,19,22,47,6,18,12,22,11,27,13,18,4,6,16,"a_ten","a_ten",0,65.05,65.05,0.403508771929825,0.468085106382979,0.388888888888889,0.333333333333333,0.857142857142857,0.545454545454545,0.464912280701754,0.531914893617021,0.136686714051394,0.241028387787895,0.228571428571429,0.620689655172414,0.379310344827586,0.771428571428571,0.210526315789474,0.25531914893617,99.9231360491929,95.3112990007686,95.3112990007686,99.9231360491929,0.245614035087719,0.468085106382979,0.315789473684211,0.382978723404255,0.510604870384918,0.539599651871192
2016,68,1172,81,1206,75,"H",0,30,67,12,26,9,12,6,23,19,3,4,5,11,30,62,7,17,8,14,12,34,12,13,2,2,16,"a_ten","a_ten",0,69.675,69.675,0.447761194029851,0.483870967741935,0.461538461538462,0.411764705882353,0.75,0.571428571428571,0.537313432835821,0.540322580645161,0.0398512221041445,0.160177427304091,0.15,0.657142857142857,0.342857142857143,0.85,0.134328358208955,0.129032258064516,116.254036598493,107.642626480086,107.642626480086,116.254036598493,0.17910447761194,0.225806451612903,0.388059701492537,0.274193548387097,0.557083906464924,0.546249089584851
2016,68,1203,91,1182,64,"H",0,29,67,13,27,20,24,17,33,18,7,5,5,20,20,55,5,22,19,28,8,20,9,8,4,2,23,"a_ten","a_ten",0,68.35,68.35,0.432835820895522,0.363636363636364,0.481481481481481,0.227272727272727,0.833333333333333,0.678571428571429,0.529850746268657,0.409090909090909,0.0827814569536424,0.106213489113117,0.459459459459459,0.804878048780488,0.195121951219512,0.540540540540541,0.298507462686567,0.345454545454545,133.138258961229,93.6356986100951,93.6356986100951,133.138258961229,0.358208955223881,0.509090909090909,0.402985074626866,0.4,0.580357142857143,0.468521229868228
2016,68,1247,61,1173,57,"H",0,20,46,5,15,16,21,9,23,12,10,4,4,19,17,55,7,25,16,24,20,16,10,14,4,6,21,"a_ten","a_ten",0,58.6875,58.6875,0.434782608695652,0.309090909090909,0.333333333333333,0.28,0.761904761904762,0.666666666666667,0.489130434782609,0.372727272727273,0.153280196198651,0.175967823026647,0.36,0.534883720930233,0.465116279069767,0.64,0.347826086956522,0.290909090909091,103.940362087327,97.1246006389776,97.1246006389776,103.940362087327,0.456521739130435,0.436363636363636,0.326086956521739,0.454545454545455,0.544886109870478,0.429216867469879
2016,68,1382,88,1269,77,"A",0,28,47,10,18,22,25,2,25,17,14,5,3,19,29,66,4,22,15,23,16,18,15,11,7,4,16,"a_ten","a_ten",0,71.4,71.4,0.595744680851064,0.439393939393939,0.555555555555556,0.181818181818182,0.88,0.652173913043478,0.702127659574468,0.46969696969697,0.194444444444444,0.126262626262626,0.1,0.609756097560976,0.390243902439024,0.9,0.468085106382979,0.227272727272727,123.249299719888,107.843137254902,107.843137254902,123.249299719888,0.531914893617021,0.348484848484849,0.382978723404255,0.333333333333333,0.747346072186836,0.500487487812805
2016,69,1350,93,1200,82,"A",0,30,55,13,28,20,23,7,17,21,11,5,0,14,35,58,6,17,6,8,7,20,19,13,7,3,21,"a_ten","a_ten",0,68.8625,68.8625,0.545454545454545,0.603448275862069,0.464285714285714,0.352941176470588,0.869565217391304,0.75,0.663636363636364,0.655172413793103,0.144508670520231,0.174449812130972,0.259259259259259,0.708333333333333,0.291666666666667,0.740740740740741,0.363636363636364,0.103448275862069,135.051733526956,119.077872572155,119.077872572155,135.051733526956,0.418181818181818,0.137931034482759,0.509090909090909,0.293103448275862,0.705346985210466,0.663430420711974
2016,69,1386,72,1348,67,"H",0,25,57,7,17,15,23,11,23,13,9,5,3,17,24,52,7,19,12,15,6,26,12,16,3,2,24,"a_ten","a_ten",0,67.525,67.525,0.43859649122807,0.461538461538462,0.411764705882353,0.368421052631579,0.652173913043478,0.8,0.5,0.528846153846154,0.11823436678928,0.214477211796247,0.297297297297297,0.793103448275862,0.206896551724138,0.702702702702703,0.263157894736842,0.230769230769231,106.627175120326,99.2225101814143,99.2225101814143,106.627175120326,0.403508771929825,0.288461538461538,0.298245614035088,0.365384615384615,0.529996319470004,0.566596194503171
2016,69,1433,72,1387,56,"A",0,22,46,10,24,18,28,8,20,17,17,10,2,26,14,35,2,10,26,31,4,20,7,21,7,0,23,"a_ten","a_ten",0,67.5125,67.5125,0.478260869565217,0.4,0.416666666666667,0.2,0.642857142857143,0.838709677419355,0.58695652173913,0.428571428571429,0.225703664365374,0.301550832854681,0.285714285714286,0.833333333333333,0.166666666666667,0.714285714285714,0.391304347826087,0.742857142857143,106.646917237549,82.9476022958711,82.9476022958711,106.646917237549,0.608695652173913,0.885714285714286,0.521739130434783,0.285714285714286,0.6070826306914,0.563097033685269
2016,71,1173,80,1172,74,"H",0,29,56,11,24,11,16,8,28,14,11,3,2,18,24,61,13,36,13,17,12,23,17,9,1,2,17,"a_ten","a_ten",0,66.3375,66.3375,0.517857142857143,0.39344262295082,0.458333333333333,0.361111111111111,0.6875,0.764705882352941,0.616071428571429,0.5,0.148568341437061,0.116159008776458,0.258064516129032,0.7,0.3,0.741935483870968,0.196428571428571,0.213114754098361,120.595439984926,111.550781986056,111.550781986056,120.595439984926,0.285714285714286,0.278688524590164,0.428571428571429,0.590163934426229,0.628930817610063,0.535649656170829
2016,71,1203,81,1269,70,"A",0,22,53,8,19,29,34,12,20,18,14,5,4,12,25,51,5,19,15,20,7,21,14,15,9,5,24,"a_ten","a_ten",0,69.825,69.825,0.415094339622642,0.490196078431373,0.421052631578947,0.263157894736842,0.852941176470588,0.75,0.490566037735849,0.53921568627451,0.170815031722792,0.200534759358289,0.363636363636364,0.740740740740741,0.259259259259259,0.636363636363636,0.547169811320755,0.294117647058824,116.004296455424,100.250626566416,100.250626566416,116.004296455424,0.641509433962264,0.392156862745098,0.358490566037736,0.372549019607843,0.585683297180043,0.578512396694215
2016,72,1182,81,1387,71,"H",0,27,55,8,21,19,24,7,36,16,20,1,9,22,22,67,12,25,15,19,10,23,17,14,8,2,24,"a_ten","a_ten",0,79.7125,79.7125,0.490909090909091,0.328358208955224,0.380952380952381,0.48,0.791666666666667,0.789473684210526,0.563636363636364,0.417910447761194,0.233754090696587,0.156669650850492,0.233333333333333,0.782608695652174,0.217391304347826,0.766666666666667,0.345454545454545,0.223880597014925,101.615179551513,89.0700956562647,89.0700956562647,101.615179551513,0.436363636363636,0.283582089552239,0.381818181818182,0.373134328358209,0.609939759036145,0.466951660637948
2016,72,1350,83,1247,61,"H",0,30,53,11,24,12,22,6,28,23,9,8,5,10,20,54,13,33,8,10,7,21,11,14,7,1,18,"a_ten","a_ten",0,66.1,66.1,0.566037735849057,0.37037037037037,0.458333333333333,0.393939393939394,0.545454545454545,0.8,0.669811320754717,0.490740740740741,0.125558035714286,0.193370165745856,0.222222222222222,0.8,0.2,0.777777777777778,0.226415094339623,0.148148148148148,125.567322239032,92.2844175491679,92.2844175491679,125.567322239032,0.415094339622642,0.185185185185185,0.452830188679245,0.611111111111111,0.654058313632782,0.519148936170213
2016,72,1382,69,1348,64,"H",0,18,43,7,18,26,31,7,24,7,10,3,8,16,24,59,6,19,10,15,14,21,14,10,3,3,24,"a_ten","a_ten",0,61.425,61.425,0.418604651162791,0.406779661016949,0.388888888888889,0.315789473684211,0.838709677419355,0.666666666666667,0.5,0.457627118644068,0.150060024009604,0.132275132275132,0.25,0.631578947368421,0.368421052631579,0.75,0.604651162790698,0.169491525423729,112.332112332112,104.192104192104,104.192104192104,112.332112332112,0.720930232558139,0.254237288135593,0.418604651162791,0.322033898305085,0.597661325249025,0.483931947069943
2016,72,1386,87,1206,73,"A",0,26,62,11,31,24,30,9,27,17,8,3,2,16,27,58,5,23,14,21,8,29,7,13,2,0,24,"a_ten","a_ten",0,74.1125,74.1125,0.419354838709677,0.46551724137931,0.354838709677419,0.217391304347826,0.8,0.666666666666667,0.508064516129032,0.508620689655172,0.0961538461538461,0.162013958125623,0.236842105263158,0.771428571428571,0.228571428571429,0.763157894736842,0.387096774193548,0.241379310344828,117.389104402091,98.4989036937089,98.4989036937089,117.389104402091,0.483870967741935,0.362068965517241,0.5,0.396551724137931,0.570491803278689,0.536962118425892
2016,72,1433,88,1200,54,"H",0,33,54,10,20,12,18,10,19,23,10,13,5,16,20,51,5,12,9,15,14,15,11,18,2,2,17,"a_ten","a_ten",0,62.3375,62.3375,0.611111111111111,0.392156862745098,0.5,0.416666666666667,0.666666666666667,0.6,0.703703703703704,0.441176470588235,0.139043381535039,0.238095238095238,0.4,0.575757575757576,0.424242424242424,0.6,0.222222222222222,0.176470588235294,141.167034289152,86.625225586525,86.625225586525,141.167034289152,0.333333333333333,0.294117647058824,0.37037037037037,0.235294117647059,0.70343725019984,0.464516129032258
2016,74,1173,77,1203,70,"H",0,26,61,9,22,16,17,6,23,15,6,8,4,13,27,57,11,22,5,15,11,29,23,15,3,4,15,"a_ten","a_ten",0,68.6,68.6,0.426229508196721,0.473684210526316,0.409090909090909,0.5,0.941176470588235,0.333333333333333,0.5,0.570175438596491,0.0805585392051557,0.190839694656489,0.171428571428571,0.676470588235294,0.323529411764706,0.828571428571429,0.262295081967213,0.087719298245614,112.244897959184,102.040816326531,102.040816326531,112.244897959184,0.278688524590164,0.263157894736842,0.360655737704918,0.385964912280702,0.557365182772349,0.545808966861598
2016,75,1172,86,1269,74,"H",0,26,59,10,25,24,26,9,36,15,14,2,2,15,26,70,12,37,10,15,11,24,16,9,10,3,24,"a_ten","a_ten",0,75.7375,75.7375,0.440677966101695,0.371428571428571,0.4,0.324324324324324,0.923076923076923,0.666666666666667,0.525423728813559,0.457142857142857,0.165798199905258,0.105140186915888,0.272727272727273,0.765957446808511,0.234042553191489,0.727272727272727,0.406779661016949,0.142857142857143,113.550090774055,97.7058920613963,97.7058920613963,113.550090774055,0.440677966101695,0.214285714285714,0.423728813559322,0.528571428571429,0.602662929222144,0.479740680713128
2016,75,1182,95,1382,88,"H",0,32,61,7,22,24,31,14,35,23,16,2,4,21,30,72,12,28,16,24,13,21,20,9,7,3,24,"a_ten","a_ten",0,78.5625,78.5625,0.524590163934426,0.416666666666667,0.318181818181818,0.428571428571429,0.774193548387097,0.666666666666667,0.581967213114754,0.5,0.176522506619594,0.0982961992136304,0.4,0.729166666666667,0.270833333333333,0.6,0.39344262295082,0.222222222222222,120.922832140016,112.012728719173,112.012728719173,120.922832140016,0.508196721311475,0.333333333333333,0.360655737704918,0.388888888888889,0.627269725982172,0.52757793764988
2016,75,1348,73,1247,62,"H",0,25,44,5,15,18,21,10,27,13,14,1,8,13,21,52,9,25,11,15,6,10,8,6,4,0,19,"a_ten","a_ten",0,58.55,58.55,0.568181818181818,0.403846153846154,0.333333333333333,0.36,0.857142857142857,0.733333333333333,0.625,0.490384615384615,0.208209399167162,0.0928792569659443,0.5,0.818181818181818,0.181818181818182,0.5,0.409090909090909,0.211538461538462,124.67976088813,105.892399658412,105.892399658412,124.67976088813,0.477272727272727,0.288461538461538,0.340909090909091,0.480769230769231,0.676238999536823,0.52431289640592
2016,75,1386,80,1200,55,"H",0,29,60,7,19,15,24,14,27,17,12,6,2,13,23,56,6,26,3,5,7,20,10,15,7,5,20,"a_ten","a_ten",0,67.8875,67.8875,0.483333333333333,0.410714285714286,0.368421052631579,0.230769230769231,0.625,0.6,0.541666666666667,0.464285714285714,0.145348837209302,0.204918032786885,0.411764705882353,0.794117647058823,0.205882352941176,0.588235294117647,0.25,0.0535714285714286,117.842018044559,81.0163874056343,81.0163874056343,117.842018044559,0.4,0.0892857142857143,0.316666666666667,0.464285714285714,0.560224089635854,0.471092077087794
2016,75,1433,94,1350,89,"A",1,33,69,6,16,22,28,12,33,13,14,7,5,21,35,68,3,18,16,26,6,28,20,12,7,1,19,"a_ten","a_ten",0,85.325,75.8444444444444,0.478260869565217,0.514705882352941,0.375,0.166666666666667,0.785714285714286,0.615384615384615,0.521739130434783,0.536764705882353,0.14687368862778,0.131233595800525,0.3,0.846153846153846,0.153846153846154,0.7,0.318840579710145,0.235294117647059,110.167008496924,104.307061236449,104.307061236449,110.167008496924,0.405797101449275,0.382352941176471,0.231884057971014,0.264705882352941,0.571081409477521,0.553827006845053
2016,76,1206,92,1387,79,"A",0,33,60,7,20,19,22,9,34,17,10,0,8,22,29,72,5,18,16,25,14,20,16,2,2,1,20,"a_ten","a_ten",0,71.6625,71.6625,0.55,0.402777777777778,0.35,0.277777777777778,0.863636363636364,0.64,0.608333333333333,0.4375,0.125502008032128,0.0235294117647059,0.310344827586207,0.708333333333333,0.291666666666667,0.689655172413793,0.316666666666667,0.222222222222222,128.379556950986,110.238967381825,110.238967381825,128.379556950986,0.366666666666667,0.347222222222222,0.333333333333333,0.25,0.652945351312988,0.470938897168405
2016,78,1173,85,1382,79,"A",0,28,49,9,15,20,30,4,30,18,16,6,4,19,26,63,11,28,16,18,9,20,9,14,10,1,23,"a_ten","a_ten",0,75.9,75.9,0.571428571428571,0.412698412698413,0.6,0.392857142857143,0.666666666666667,0.888888888888889,0.663265306122449,0.5,0.20460358056266,0.164861045690061,0.166666666666667,0.769230769230769,0.230769230769231,0.833333333333333,0.408163265306122,0.253968253968254,111.989459815547,104.084321475626,104.084321475626,111.989459815547,0.612244897959184,0.285714285714286,0.306122448979592,0.444444444444444,0.671936758893281,0.552061495457722
2016,79,1200,73,1206,62,"H",0,27,61,7,21,12,15,5,22,16,5,9,5,17,18,48,5,15,21,24,11,30,9,17,3,1,16,"a_ten","a_ten",0,66.7625,66.7625,0.442622950819672,0.375,0.333333333333333,0.333333333333333,0.8,0.875,0.5,0.427083333333333,0.068870523415978,0.224986765484383,0.142857142857143,0.666666666666667,0.333333333333333,0.857142857142857,0.19672131147541,0.4375,109.342819696686,92.8665043999251,92.8665043999251,109.342819696686,0.245901639344262,0.5,0.344262295081967,0.3125,0.535779816513761,0.521885521885522
2016,79,1387,96,1172,87,"H",0,33,61,9,22,21,26,4,34,17,7,1,0,20,31,75,10,36,15,18,13,27,14,7,3,1,21,"a_ten","a_ten",0,76.95,76.95,0.540983606557377,0.413333333333333,0.409090909090909,0.277777777777778,0.807692307692308,0.833333333333333,0.614754098360656,0.48,0.0881168177240685,0.077846975088968,0.129032258064516,0.723404255319149,0.276595744680851,0.870967741935484,0.344262295081967,0.2,124.756335282651,113.060428849903,113.060428849903,124.756335282651,0.426229508196721,0.24,0.360655737704918,0.48,0.65439672801636,0.52064631956912
2016,79,1433,93,1182,71,"H",0,32,61,10,17,19,21,14,23,19,15,8,6,14,29,66,6,20,7,9,16,16,14,18,5,5,19,"a_ten","a_ten",0,72.125,72.125,0.524590163934426,0.439393939393939,0.588235294117647,0.3,0.904761904761905,0.777777777777778,0.60655737704918,0.484848484848485,0.175973721257626,0.204638472032742,0.466666666666667,0.58974358974359,0.41025641025641,0.533333333333333,0.311475409836066,0.106060606060606,128.94280762565,98.4402079722704,98.4402079722704,128.94280762565,0.344262295081967,0.136363636363636,0.278688524590164,0.303030303030303,0.655160267699894,0.505158306652437
2016,81,1203,62,1348,58,"H",0,18,48,1,7,25,30,11,28,4,12,5,4,13,22,51,8,19,6,11,4,22,10,10,7,6,22,"a_ten","a_ten",0,62.7375,62.7375,0.375,0.431372549019608,0.142857142857143,0.421052631578947,0.833333333333333,0.545454545454545,0.385416666666667,0.509803921568627,0.163934426229508,0.151883353584447,0.333333333333333,0.875,0.125,0.666666666666667,0.520833333333333,0.117647058823529,98.8244670253038,92.4486949591552,92.4486949591552,98.8244670253038,0.625,0.215686274509804,0.145833333333333,0.372549019607843,0.497991967871486,0.515784793241441
2016,82,1182,86,1206,75,"A",0,23,48,12,28,28,41,8,32,14,12,4,6,18,26,75,10,31,13,17,21,27,13,11,5,1,30,"a_ten","a_ten",0,72.275,72.275,0.479166666666667,0.346666666666667,0.428571428571429,0.32258064516129,0.682926829268293,0.764705882352941,0.604166666666667,0.413333333333333,0.153767298821117,0.117672229353872,0.228571428571429,0.60377358490566,0.39622641509434,0.771428571428571,0.583333333333333,0.173333333333333,118.989968868903,103.770321687997,103.770321687997,118.989968868903,0.854166666666667,0.226666666666667,0.583333333333333,0.413333333333333,0.637273064097814,0.451399337947638
2016,82,1386,69,1247,48,"A",0,29,60,3,19,8,14,13,22,13,9,10,2,12,17,46,7,26,7,10,7,20,8,19,5,0,12,"a_ten","a_ten",0,62.7,62.7,0.483333333333333,0.369565217391304,0.157894736842105,0.269230769230769,0.571428571428571,0.7,0.508333333333333,0.445652173913043,0.119744544970729,0.273775216138329,0.393939393939394,0.758620689655172,0.241379310344828,0.606060606060606,0.133333333333333,0.152173913043478,110.047846889952,76.555023923445,76.555023923445,110.047846889952,0.233333333333333,0.217391304347826,0.316666666666667,0.565217391304348,0.517629407351838,0.472906403940887
